备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001961,中文：活络油 ;英文/拉丁文：/,国药准字ZC20160010,中文名称：英吉利制药厂有限公司;英文名称：YING KUT LEE MEDICINE FTY. LTD.,香港九龙大角咀埃华街28号永利工业大厦13字楼A座,中文名称：英吉利制药厂有限公司;英文名称：YING KUT LEE MEDICINE FTY. LTD.,九龙油塘高辉道17号油塘工业城B2座11字楼8，9，12室,北京佳禾乐康科技有限公司,北京市丰台区航丰路8号院2号楼-1层21号,将每瓶装60ml规格的有效期由“24个月”变更为“36个月”，同时对药品说明书及包装标签中【有效期】项做相应修订。,2025-08-12,国家药品监督管理局药品审评中心,已备案
国备2025002103,"中文：口服五价重配轮状病毒减毒活疫苗(Vero细胞);英文/拉丁文：Reassortant Rotavirus Vaccine, Live, Oral, Pentavalent (Vero Cell)",国药准字SJ20180002,中文名称：/;英文名称：Merck Sharp & Dohme LLC,"126 E. Lincoln Avenue, P.O. Box 2000, Rahway, NJ 07065, US",中文名称：/;英文名称：Merck Sharp & Dohme LLC,"770 Sumneytown Pike, West Point, PA 19486, US",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,更新本品说明书中【境内责任人】项下的地址和邮政编码信息。,2025-08-23,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025002124,中文：沙美特罗替卡松吸入粉雾剂;英文/拉丁文：Salmeterol Xinafoate and Fluticasone Propionate Powder for Inhalation,国药准字HJ20250077,中文名称：西普拉制药有限公司;英文名称：M/s. Cipla Limited,"Plot no. 9 & 10, Indore Special Economic Zone, Phase – II, Pithampur, Dist. Dhar, Pin code 454775, Madhya Pradesh, India",中文名称：西普拉制药有限公司;英文名称：M/s. Cipla Limited,"Plot no. 9 & 10, Indore Special Economic Zone, Phase – II, Pithampur, Dist. Dhar, Pin code 454775, Madhya Pradesh, India",深圳市泛谷药业股份有限公司,深圳市南山区桃源街道长源社区学苑大道1001号南山智园D2栋1502-1506,文字性变更工艺信息表（50μg/500μg）附件七为-“制剂的放行标准中微细粒子剂量项目与注册标准存在差异 ，其余检验项目均与注册标准一致。检测项目：微细粒子剂量；放行标准：供试品溶液 分别用溶剂20ml润洗第2～7级收集盘；注册标准：供试品溶液 分别用溶剂15ml润洗第2～7级收集盘。”,2025-08-26,国家药品监督管理局药品审评中心,已备案
国备2025002734,中文：注射用维拉苷酶α;英文/拉丁文：Velaglucerase Alfa for Injection,国药准字SJ20210013,中文名称：无;英文名称：Takeda Pharmaceuticals International AG Ireland Branch,"Block 2 Miesian Plaza, 50-58 Baggot Street Lower, Dublin 2, D02 HW68, Ireland",中文名称：无;英文名称：Vetter Pharma-Fertigung GmbH & Co. KG,"Mooswiesen 2, 88214, Ravensburg, Germany",武田（中国）国际贸易有限公司,中国（上海）自由贸易试验区美盛路56号2层220室,新增本品在中国的进口药品大包装（大包装规格：210 瓶/箱），该大包装规格仅供天津武田药品有限公司分包装生产。,2025-10-17,国家药品监督管理局药品审评中心,已备案
国备2025002156,中文：人血白蛋白;英文/拉丁文：Human Albumin,国药准字SJ20170005,中文名称：/;英文名称：CSL Behring AG,"Wankdorfstrasse 10, 3014 Bern",中文名称：/;英文名称：CSL Behring AG,"Wankdorfstrasse 10, 3014 Bern",广州市君信药业有限公司,广州市天河区天河路230号4001房（自编4005至4008室）（仅限办公）,增加一个升级的超滤盒作为可选的超滤装置。,2025-08-30,国家药品监督管理局药品审评中心,已备案
国备2025002129,中文：盐酸羟考酮缓释片;英文/拉丁文：Oxycodone Hydrochloride Sustained-release Tablets,国药准字HJ20210051,中文名称：无;英文名称：Purdue Pharma L.P,"201, Tresser Boulevard, Stamford, CT 06901 USA",中文名称：无;英文名称：Purdue Pharmaceuticals L.P.,"4701 International Blvd. W. , Wilson, NC 27893 USA",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,"更新生产厂地址为： 4701 International Blvd. W. , Wilson, NC 27893 USA ，仅行政性文字变更，实际地址未发生变更。另变更境外包装厂：Aphena Pharma Solutions - Tennessee, LLC地址1920 Fisk Road, Cookeville, TN 38506",2025-08-26,国家药品监督管理局药品审评中心,已备案
国备2025002130,中文：盐酸羟考酮缓释片;英文/拉丁文：Oxycodone Hydrochloride Sustained-release Tablets,国药准字HJ20210052,中文名称：无;英文名称：Purdue Pharma L.P,"201, Tresser Boulevard, Stamford, CT 06901 USA",中文名称：无;英文名称： Purdue Pharmaceuticals L.P.,"4701 International Blvd. W. , Wilson, NC 27893 USA",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,"更新生产厂地址为： 4701 International Blvd. W. , Wilson, NC 27893 USA ，仅行政性文字变更，实际地址未发生变更。另变更境外包装厂：Aphena Pharma Solutions - Tennessee, LLC地址1920 Fisk Road, Cookeville, TN 38506",2025-08-26,国家药品监督管理局药品审评中心,已备案
国备2025002128,中文：盐酸羟考酮缓释片;英文/拉丁文：Oxycodone Hydrochloride Sustained-release Tablets,国药准字HJ20210053,中文名称：无;英文名称：Purdue Pharma L.P,"201, Tresser Boulevard, Stamford, CT 06901 USA",中文名称：无;英文名称：Purdue Pharmaceuticals L.P.,"4701 International Blvd. W. , Wilson, NC 27893 USA",萌蒂（中国）制药有限公司,北京市通州区中关村科技园区通州园金桥科技产业基地景盛南四街13号20号厂房,"更新生产厂地址为： 4701 International Blvd. W. , Wilson, NC 27893 USA ，仅行政性文字变更，实际地址未发生变更。另变更境外包装厂：Aphena Pharma Solutions - Tennessee, LLC地址1920 Fisk Road, Cookeville, TN 38506",2025-08-26,国家药品监督管理局药品审评中心,已备案
国备2025002201,中文：注射用人高血糖素;英文/拉丁文：Human Glucagon for Injection,国药准字HJ20170020,中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle, DK-2880 Bagsvaerd, Denmark",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle, DK-2880 Bagsvaerd, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,按照国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）规定，对本品的进口药品注册标准进行文字性修订，将引用的《中国药典》版本号修订为2025年版。,2025-09-04,国家药品监督管理局药品审评中心,已备案
国备2025002203,"中文：注射用重组人凝血因子Ⅶa;英文/拉丁文：Recombinant Human Coagulation Factor VIIa for Injection（Eptacog alfa, activated)",国药准字SJ20150061,中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle,DK-2880 Bagsvaerd,Denmark",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle, DK-2880 Bagsvaerd, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,按照国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）规定，对本品的进口药品注册标准进行文字性修订，将引用的《中国药典》版本号修订为2025年版。,2025-09-04,国家药品监督管理局药品审评中心,已备案
国备2025002209,中文：注射用重组人凝血因子VIII;英文/拉丁文：Recombinant Human Coagulation Factor VIII for Injection（turoctocog alfa）,国药准字SJ20200027,中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Novo Alle, 2880 Bagsvaerd, Denmark",中文名称：丹麦诺和诺德公司;英文名称：Novo Nordisk A/S,"Hagedornsvej 1, 2820 Gentofte, Denmark；Hallas Alle, 4400 Kalundborg, Denmark",诺和诺德（中国）制药有限公司,天津经济技术开发区南海路,按照国家药监局关于实施2025年版《中华人民共和国药典》有关事宜的公告（2025年第32号）规定，对本品的进口药品注册标准进行文字性修订，将引用的《中国药典》版本号修订为2025年版。,2025-09-04,国家药品监督管理局药品审评中心,已备案
国备2025002173,中文：甲磺酸兰泽替尼片;英文/拉丁文：Lazertinib Mesylate Tablets,国药准字HJ20250092,中文名称：/;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：/;英文名称：Janssen-Cilag S.p.A.,"Via C. Janssen, Borgo San Michele, 04100 Latina, Italy",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-09-03,国家药品监督管理局药品审评中心,已备案
国备2025002126,中文：厄贝沙坦氢氯噻嗪片;英文/拉丁文：Irbesartan and Hydrochlorothiazide Tablets,国药准字HJ20140195,中文名称：/;英文名称：Sanofi Winthrop Industrie,"82 avenue Raspail, 94250 Gentilly, France",中文名称：/;英文名称：Sanofi Winthrop Industrie,"1,rue de la Vierge,Ambares & Lagrave,F-33565 Carbon Blanc Cedex,France",赛诺菲（中国）投资有限公司,北京市朝阳区建国路112号7层,增加本品所用原料药氢氯噻嗪的供应商，登记号为Y20190009620，状态为A。,2025-08-26,国家药品监督管理局药品审评中心,已备案
国备2025002115,中文：氨甲环酸胶囊;英文/拉丁文：Tranexamic Acid Capsules,国药准字HC20170002,"中文名称：正美药品有限公司;英文名称：JEAN-MARIE PHARMACAL CO., LTD.","1/F, GMP CTR, TAI PO IND ESTATE, 12 DAI FU ST, TAI PO, NT, HONG KONG","中文名称：正美药品有限公司;英文名称：JEAN-MARIE PHARMACAL CO., LTD.","1/F, GMP CTR, TAI PO IND ESTATE, 12 DAI FU ST, TAI PO, NT, HONG KONG",有邦（杭州）健康科技有限公司,浙江省杭州市余杭区仓前街道仓兴街1390号9幢701-7室,"1、将氨甲环酸胶囊（国药准字HC20170002）说明书及包装标签中的“境内联系”更新为“境内责任人”；
2、将说明书及包装标签中的“药品批准文号”“医药产品注册证号”规范为“批准文号”；
3、对说明书及包装标签中“药品上市许可持有人”“生产企业”项下信息作排版调整。",2025-08-26,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025002293,中文：酒石酸伐尼克兰鼻喷雾剂;英文/拉丁文：Varenicline Tartrate Nasal Spray,国药准字HJ20240138,"中文名称：/;英文名称：Oyster Point Pharma, Inc.","3711 Collins Ferry Road, Morgantown, WV 26505 United States of America","中文名称：/;英文名称：Renaissance Lakewood, LLC","1200 Paco Way, Lakewood, NJ 08701 United States of America",武汉远大制药集团销售有限公司,武汉市硚口区硚口路160号武汉城市广场第1幢23层2-6号,"变更持有人注册地址为3711 Collins Ferry Road, Morgantown, WV 26505，同时变更标签及说明书中相应的境外持有人注册地址。在说明书中新增境内责任人。",2025-09-11,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025002319,中文：注射用头孢曲松钠;英文/拉丁文：Ceftriaxone Sodium for Injection,HC20181001,"中文名称：台湾泛生制药厂股份有限公司;英文名称：Panbiotic Laboratories Co.,Ltd.",台湾省高雄市鸟松区大同路5-1号,中文名称：台湾泛生制药厂股份有限公司屏东农科分公司;英文名称：Panbiotic Laboratories Pabp Branch,台湾屏东县长治乡园东一街10及12号,南京华威医药科技集团有限公司,南京市栖霞区仙林街道仙林大学城纬地路9号C3栋,"1.台湾泛生制药厂股份有限公司（Panbiotic Laboratories Co., Ltd.）的注射用头孢曲松钠（注册证号：HC20181001）进口药品注册代理机构由“北京瑞康明药物研究所”变更为“南京华威医药科技集团有限公司”；
2.批件中持有人英文名称为“Taiwan Panbiotic Laboratories Co.,Ltd.”，需修正为“Panbiotic Laboratories Co.,Ltd.”。",2025-09-13,国家药品监督管理局药品审评中心,已备案
国备2025002567,中文：西格列汀二甲双胍片(II);英文/拉丁文：Sitagliptin Phosphate/metformin Hydrochloride Tablets,国药准字HJ20140775,中文名称：MSD Merck Sharp & Dohme AG;英文名称：MSD Merck Sharp & Dohme AG,"Werftestrasse 4, 6005 Lucerne, Switzerland","中文名称：Patheon Puerto Rico, Inc. (Manati);英文名称：Patheon Puerto Rico, Inc. (Manati)","State Road #670 Km.2.7 Manati, Puerto Rico, 00674 Puerto Rico",默沙东研发（中国）有限公司,北京市朝阳区容达路21号楼L2-13层,在药品包装外盒上增加“二维码”。医生和患者可以通过“微信扫一扫”“二维码”，获得本品的结构化说明书。结构化说明书可方便医生患者便捷快速地找到所需内容，同时具备字体调整（切换大字版）和语音报告功能。此外，患者还可以通过功能设置将本品收藏在“我的药箱”中，同时，增加“附近药店和医院“信息提示功能，提高和方便患者用药可及性。,2025-09-30,国家药品监督管理局药品审评中心,已备案
国备2025002320,中文：注射用头孢曲松钠;英文/拉丁文：Ceftriaxone Sodium for Injection,HC20181000,"中文名称：台湾泛生制药厂股份有限公司;英文名称：Panbiotic Laboratories Co.,Ltd.",台湾省高雄市鸟松区大同路5-1号,中文名称：台湾泛生制药厂股份有限公司屏东农科分公司;英文名称：Panbiotic Laboratories Pabp Branch,台湾屏东县长治乡园东一街10及12号,南京华威医药科技集团有限公司,南京市栖霞区仙林街道仙林大学城纬地路9号C3栋,"1.台湾泛生制药厂股份有限公司（Panbiotic Laboratories Co., Ltd.）的注射用头孢曲松钠（注册证号：HC20181000）进口药品注册代理机构由“北京瑞康明药物研究所”变更为“南京华威医药科技集团有限公司”；
2.批件中持有人英文名称为“Taiwan Panbiotic Laboratories Co.,Ltd.”，需修正为“Panbiotic Laboratories Co.,Ltd.”。",2025-09-13,国家药品监督管理局药品审评中心,已备案
